Frame,Player ID,Team,Team Color,Position,Has Ball,Speed (km/h),Distance (m)
1,17,2,[     228.83      229.03      219.14],"[1124.7513427734375, 707.0480346679688, 1182.774169921875, 793.6030883789062]",False,10.00,0.58
1,19,2,[     228.83      229.03      219.14],"[776.68798828125, 417.70330810546875, 805.718994140625, 488.1185302734375]",False,7.62,0.44
1,20,1,[     144.11      227.51      180.38],"[1133.80810546875, 725.559814453125, 1197.949951171875, 797.3256225585938]",False,5.53,0.32
1,21,1,[     144.11      227.51      180.38],"[1891.91357421875, 377.4815368652344, 1919.9906005859375, 443.7327575683594]",False,0.00,0.00
1,23,2,[     228.83      229.03      219.14],"[946.6065673828125, 227.56178283691406, 967.70068359375, 273.4103698730469]",False,0.00,0.00
2,10,1,[     144.11      227.51      180.38],"[1575.94384765625, 612.7841186523438, 1617.99365234375, 695.6417236328125]",False,0.00,0.00
2,2,2,[     228.83      229.03      219.14],"[594.6187133789062, 591.7166748046875, 635.4495849609375, 673.426025390625]",False,7.19,0.42
2,5,2,[     228.83      229.03      219.14],"[358.9815673828125, 722.8175048828125, 397.9678649902344, 827.6290893554688]",False,6.22,0.36
2,1,1,[     144.11      227.51      180.38],"[1279.1263427734375, 394.1941223144531, 1308.381103515625, 465.5265197753906]",False,0.00,0.00
2,15,2,[     228.83      229.03      219.14],"[1369.400146484375, 816.1364135742188, 1438.5303955078125, 906.0045776367188]",False,7.25,0.42
2,8,1,[     144.11      227.51      180.38],"[1310.0010986328125, 446.9405822753906, 1353.960693359375, 518.0786743164062]",False,0.00,0.00
2,6,1,[     144.11      227.51      180.38],"[534.427001953125, 688.9594116210938, 580.5463256835938, 786.1995849609375]",False,2.07,0.12
2,11,1,[     144.11      227.51      180.38],"[874.4811401367188, 361.32379150390625, 905.9873657226562, 424.3453063964844]",False,5.35,0.31
2,9,1,[     144.11      227.51      180.38],"[330.9809265136719, 494.54736328125, 364.35711669921875, 568.7608032226562]",False,3.01,0.17
2,4,2,[     228.83      229.03      219.14],"[1229.67138671875, 431.6728820800781, 1265.5030517578125, 501.2657775878906]",False,0.00,0.00
2,7,1,[     144.11      227.51      180.38],"[859.2548217773438, 638.6008911132812, 905.4417114257812, 724.587158203125]",False,12.38,0.72
2,12,2,[     228.83      229.03      219.14],"[372.982666015625, 305.3711242675781, 400.6781005859375, 365.9132080078125]",False,2.82,0.16
2,13,1,[     144.11      227.51      180.38],"[996.9012451171875, 455.3525695800781, 1029.02490234375, 527.5751342773438]",False,2.37,0.14
2,16,2,[     228.83      229.03      219.14],"[223.81045532226562, 514.2869262695312, 257.066162109375, 593.8217163085938]",False,3.36,0.19
2,14,2,[     228.83      229.03      219.14],"[1165.4630126953125, 356.30364990234375, 1190.1424560546875, 412.587158203125]",False,0.00,0.00
2,17,2,[     228.83      229.03      219.14],"[1122.871337890625, 708.99267578125, 1185.6749267578125, 796.5255126953125]",False,10.00,0.58
2,19,2,[     228.83      229.03      219.14],"[776.5493774414062, 417.75018310546875, 806.3931884765625, 488.98077392578125]",False,7.62,0.44
2,21,1,[     144.11      227.51      180.38],"[1891.404052734375, 377.4879455566406, 1920.0, 443.8973693847656]",False,0.00,0.00
2,20,1,[     144.11      227.51      180.38],"[1145.9957275390625, 722.493896484375, 1204.4232177734375, 798.7840576171875]",False,5.53,0.32
2,23,2,[     228.83      229.03      219.14],"[946.6754150390625, 228.7102813720703, 968.9879150390625, 274.0127258300781]",False,0.00,0.00
3,5,2,[     228.83      229.03      219.14],"[358.44866943359375, 726.0044555664062, 399.10723876953125, 830.206298828125]",False,6.22,0.36
3,6,1,[     144.11      227.51      180.38],"[536.3135375976562, 689.8935546875, 580.7272338867188, 786.1704711914062]",False,2.07,0.12
3,2,2,[     228.83      229.03      219.14],"[601.9850463867188, 591.133544921875, 640.8218994140625, 673.4620971679688]",False,7.19,0.42
3,7,1,[     144.11      227.51      180.38],"[868.3665771484375, 641.5746459960938, 910.708984375, 724.5545654296875]",False,12.38,0.72
3,8,1,[     144.11      227.51      180.38],"[1311.00439453125, 448.0025939941406, 1358.1668701171875, 517.697265625]",False,0.00,0.00
3,10,1,[     144.11      227.51      180.38],"[1579.8299560546875, 612.944580078125, 1619.7645263671875, 700.9267578125]",False,0.00,0.00
3,11,1,[     144.11      227.51      180.38],"[879.0972290039062, 361.58660888671875, 908.4526977539062, 424.1026611328125]",False,5.35,0.31
3,13,1,[     144.11      227.51      180.38],"[996.4053955078125, 455.84869384765625, 1031.132080078125, 527.4830322265625]",False,2.37,0.14
3,15,2,[     228.83      229.03      219.14],"[1373.1644287109375, 816.48486328125, 1431.1400146484375, 907.1923828125]",False,7.25,0.42
3,9,1,[     144.11      227.51      180.38],"[330.87286376953125, 493.9812927246094, 365.688720703125, 569.3251342773438]",False,3.01,0.17
3,1,1,[     144.11      227.51      180.38],"[1277.845947265625, 394.6304931640625, 1313.122314453125, 464.6859130859375]",False,0.00,0.00
3,4,2,[     228.83      229.03      219.14],"[1231.5728759765625, 431.5887756347656, 1267.8658447265625, 501.51776123046875]",False,0.00,0.00
3,14,2,[     228.83      229.03      219.14],"[1169.9671630859375, 355.05029296875, 1193.6807861328125, 410.9893798828125]",False,0.00,0.00
3,12,2,[     228.83      229.03      219.14],"[373.2226257324219, 306.1451110839844, 400.6377258300781, 366.8202209472656]",False,2.82,0.16
3,16,2,[     228.83      229.03      219.14],"[225.32794189453125, 514.5657958984375, 257.4099426269531, 594.0555419921875]",False,3.36,0.19
3,19,2,[     228.83      229.03      219.14],"[776.5098266601562, 417.9411926269531, 806.1754760742188, 488.7181396484375]",False,7.62,0.44
3,17,2,[     228.83      229.03      219.14],"[1122.8863525390625, 707.3676147460938, 1191.8316650390625, 796.6681518554688]",False,10.00,0.58
3,21,1,[     144.11      227.51      180.38],"[1891.376220703125, 377.9372863769531, 1919.9853515625, 444.258544921875]",False,0.00,0.00
3,20,1,[     144.11      227.51      180.38],"[1148.6165771484375, 709.8535766601562, 1206.9404296875, 789.163330078125]",False,5.53,0.32
3,23,2,[     228.83      229.03      219.14],"[946.7171630859375, 228.82122802734375, 970.07666015625, 273.725830078125]",False,0.00,0.00
4,5,2,[     228.83      229.03      219.14],"[357.4522705078125, 728.1207275390625, 398.3165588378906, 832.9075927734375]",False,6.22,0.36
4,6,1,[     144.11      227.51      180.38],"[536.246337890625, 689.96728515625, 580.82666015625, 787.4231567382812]",False,2.07,0.12
4,7,1,[     144.11      227.51      180.38],"[879.5960693359375, 640.941650390625, 917.4441528320312, 726.1162719726562]",False,12.38,0.72
4,15,2,[     228.83      229.03      219.14],"[1371.4727783203125, 817.2526245117188, 1414.0989990234375, 904.5184936523438]",False,7.25,0.42
4,13,1,[     144.11      227.51      180.38],"[999.3667602539062, 457.58990478515625, 1031.788818359375, 527.9218139648438]",False,2.37,0.14
4,10,1,[     144.11      227.51      180.38],"[1582.9083251953125, 613.6718139648438, 1623.8345947265625, 704.7120361328125]",False,0.00,0.00
4,9,1,[     144.11      227.51      180.38],"[334.53973388671875, 494.7257080078125, 364.97900390625, 569.865966796875]",False,3.01,0.17
4,2,2,[     228.83      229.03      219.14],"[604.8286743164062, 590.666015625, 642.6488037109375, 673.6699829101562]",False,7.19,0.42
4,14,2,[     228.83      229.03      219.14],"[1170.2911376953125, 354.09228515625, 1196.9630126953125, 413.314453125]",False,0.00,0.00
4,4,2,[     228.83      229.03      219.14],"[1235.0067138671875, 431.99908447265625, 1268.052978515625, 499.790771484375]",False,0.00,0.00
4,1,1,[     144.11      227.51      180.38],"[1279.152099609375, 394.45257568359375, 1313.82568359375, 466.56829833984375]",False,0.00,0.00
4,12,2,[     228.83      229.03      219.14],"[372.3067932128906, 307.514404296875, 400.2384338378906, 366.4662170410156]",False,2.82,0.16
4,11,1,[     144.11      227.51      180.38],"[882.3297729492188, 361.1344299316406, 909.0897216796875, 425.1722717285156]",False,5.35,0.31
4,16,2,[     228.83      229.03      219.14],"[225.32203674316406, 514.7199096679688, 258.1417541503906, 594.8529052734375]",False,3.36,0.19
4,8,1,[     144.11      227.51      180.38],"[1312.8856201171875, 448.6739807128906, 1360.54248046875, 518.2206420898438]",False,0.00,0.00
4,25,1,[     144.11      227.51      180.38],"[1097.24560546875, 306.7423095703125, 1117.918212890625, 361.34088134765625]",False,0.00,0.00
4,19,2,[     228.83      229.03      219.14],"[776.4188232421875, 418.5943908691406, 807.816650390625, 491.994873046875]",False,7.62,0.44
4,17,2,[     228.83      229.03      219.14],"[1135.6539306640625, 708.2677001953125, 1201.499267578125, 797.8456420898438]",False,10.00,0.58
4,20,1,[     144.11      227.51      180.38],"[1151.120849609375, 714.8629760742188, 1205.162841796875, 799.1401977539062]",False,5.53,0.32
4,21,1,[     144.11      227.51      180.38],"[1890.55517578125, 378.2015075683594, 1920.0, 443.3275451660156]",False,0.00,0.00
4,23,2,[     228.83      229.03      219.14],"[946.8936767578125, 230.03659057617188, 969.4993286132812, 274.18280029296875]",False,0.00,0.00
5,5,2,[     228.83      229.03      219.14],"[358.2733154296875, 730.7804565429688, 398.5635681152344, 833.4814453125]",False,6.82,0.75
5,15,2,[     228.83      229.03      219.14],"[1363.5069580078125, 821.5341796875, 1410.6881103515625, 907.1934814453125]",False,15.65,1.33
5,13,1,[     144.11      227.51      180.38],"[999.9849243164062, 459.3179626464844, 1031.6123046875, 527.95263671875]",False,5.01,0.43
5,7,1,[     144.11      227.51      180.38],"[888.2984619140625, 641.408203125, 923.0672607421875, 726.7686157226562]",False,14.76,1.57
5,6,1,[     144.11      227.51      180.38],"[538.3650512695312, 690.4978637695312, 579.1827392578125, 787.2658081054688]",False,0.91,0.17
5,11,1,[     144.11      227.51      180.38],"[886.5038452148438, 362.3394470214844, 910.965087890625, 424.9706726074219]",False,5.34,0.62
5,9,1,[     144.11      227.51      180.38],"[336.7738952636719, 494.3974914550781, 367.1186218261719, 570.2022094726562]",False,3.85,0.40
5,14,2,[     228.83      229.03      219.14],"[1171.0118408203125, 353.6904602050781, 1199.4697265625, 413.8327331542969]",False,0.00,0.00
5,16,2,[     228.83      229.03      219.14],"[226.68563842773438, 515.3871459960938, 259.4680480957031, 595.114013671875]",False,3.55,0.40
5,4,2,[     228.83      229.03      219.14],"[1238.227294921875, 432.1121520996094, 1269.6712646484375, 499.5964050292969]",False,0.00,0.00
5,2,2,[     228.83      229.03      219.14],"[608.5772705078125, 591.157470703125, 645.6460571289062, 676.828125]",False,11.68,1.09
5,25,1,[     144.11      227.51      180.38],"[1096.728515625, 306.9356994628906, 1118.8621826171875, 361.038330078125]",False,0.00,0.00
5,10,1,[     144.11      227.51      180.38],"[1587.2454833984375, 616.769775390625, 1626.1224365234375, 710.7078247070312]",False,0.00,0.00
5,12,2,[     228.83      229.03      219.14],"[372.2088317871094, 307.6648864746094, 398.8459167480469, 366.63555908203125]",False,0.52,0.19
5,8,1,[     144.11      227.51      180.38],"[1320.8277587890625, 448.4852600097656, 1363.977294921875, 517.5258178710938]",False,0.00,0.00
5,1,1,[     144.11      227.51      180.38],"[1280.468017578125, 394.41943359375, 1316.109130859375, 466.6190185546875]",False,0.00,0.00
5,19,2,[     228.83      229.03      219.14],"[776.8059692382812, 418.67279052734375, 808.1688232421875, 492.7108459472656]",False,5.67,0.77
5,17,2,[     228.83      229.03      219.14],"[1155.948974609375, 718.8440551757812, 1202.469482421875, 800.3303833007812]",False,13.82,1.38
5,20,1,[     144.11      227.51      180.38],"[1155.2169189453125, 708.32958984375, 1212.4688720703125, 797.3302001953125]",False,0.00,0.00
5,21,1,[     144.11      227.51      180.38],"[1890.92138671875, 378.3769226074219, 1920.0, 443.4472961425781]",False,0.00,0.00
5,23,2,[     228.83      229.03      219.14],"[950.3155517578125, 230.87461853027344, 973.0751953125, 274.3382263183594]",False,0.00,0.00
6,15,2,[     228.83      229.03      219.14],"[1347.8763427734375, 824.4345703125, 1408.223388671875, 909.9201049804688]",False,15.65,1.33
6,13,1,[     144.11      227.51      180.38],"[1001.7506713867188, 460.27276611328125, 1032.830078125, 528.8307495117188]",False,5.01,0.43
6,7,1,[     144.11      227.51      180.38],"[894.8367919921875, 638.3958129882812, 934.7874755859375, 726.612548828125]",False,14.76,1.57
6,5,2,[     228.83      229.03      219.14],"[357.73492431640625, 732.7117309570312, 399.6385192871094, 836.1600952148438]",False,6.82,0.75
6,6,1,[     144.11      227.51      180.38],"[539.79345703125, 690.1446533203125, 578.4175415039062, 787.6171875]",False,0.91,0.17
6,2,2,[     228.83      229.03      219.14],"[611.8572387695312, 591.6039428710938, 653.58349609375, 680.1741943359375]",False,11.68,1.09
6,8,1,[     144.11      227.51      180.38],"[1327.03662109375, 448.1369934082031, 1367.462646484375, 518.0667724609375]",False,0.00,0.00
6,25,1,[     144.11      227.51      180.38],"[1097.155517578125, 307.4525146484375, 1120.7398681640625, 361.83856201171875]",False,0.00,0.00
6,9,1,[     144.11      227.51      180.38],"[339.95037841796875, 492.9033508300781, 369.4660949707031, 570.0524291992188]",False,3.85,0.40
6,11,1,[     144.11      227.51      180.38],"[888.125244140625, 361.1813049316406, 912.9541625976562, 424.6723937988281]",False,5.34,0.62
6,16,2,[     228.83      229.03      219.14],"[227.11473083496094, 516.49169921875, 260.90399169921875, 597.4521484375]",False,3.55,0.40
6,14,2,[     228.83      229.03      219.14],"[1174.6043701171875, 354.2877502441406, 1203.42333984375, 413.3469543457031]",False,0.00,0.00
6,4,2,[     228.83      229.03      219.14],"[1241.896728515625, 432.0621643066406, 1271.1690673828125, 500.537841796875]",False,0.00,0.00
6,10,1,[     144.11      227.51      180.38],"[1592.5030517578125, 619.3585205078125, 1630.3216552734375, 715.62548828125]",False,0.00,0.00
6,12,2,[     228.83      229.03      219.14],"[372.5551452636719, 307.3091125488281, 398.61712646484375, 367.35186767578125]",False,0.52,0.19
6,1,1,[     144.11      227.51      180.38],"[1281.3197021484375, 393.80322265625, 1318.07080078125, 465.5879821777344]",False,0.00,0.00
6,20,1,[     144.11      227.51      180.38],"[1168.4931640625, 707.7734985351562, 1227.6640625, 771.147216796875]",False,0.00,0.00
6,19,2,[     228.83      229.03      219.14],"[778.0926513671875, 419.918701171875, 807.2531127929688, 494.3284606933594]",False,5.67,0.77
6,17,2,[     228.83      229.03      219.14],"[1163.1302490234375, 719.2936401367188, 1210.44140625, 798.6182250976562]",False,13.82,1.38
6,23,2,[     228.83      229.03      219.14],"[950.9537353515625, 231.1676483154297, 973.438720703125, 274.567626953125]",False,0.00,0.00
6,21,1,[     144.11      227.51      180.38],"[1890.64599609375, 378.7777404785156, 1920.0, 443.3215026855469]",False,0.00,0.00
7,15,2,[     228.83      229.03      219.14],"[1337.3536376953125, 824.5043334960938, 1408.242431640625, 914.8727416992188]",False,15.65,1.33
7,13,1,[     144.11      227.51      180.38],"[1006.2940673828125, 461.3835754394531, 1033.4625244140625, 528.1703491210938]",False,5.01,0.43
7,7,1,[     144.11      227.51      180.38],"[896.182861328125, 639.20751953125, 944.41064453125, 724.8697509765625]",False,14.76,1.57
7,6,1,[     144.11      227.51      180.38],"[539.887939453125, 689.5886840820312, 578.9115600585938, 787.1678466796875]",False,0.91,0.17
7,8,1,[     144.11      227.51      180.38],"[1332.612060546875, 448.7633972167969, 1372.1434326171875, 518.4710693359375]",False,0.00,0.00
7,5,2,[     228.83      229.03      219.14],"[357.4540100097656, 733.5908203125, 398.43621826171875, 838.130126953125]",False,6.82,0.75
7,14,2,[     228.83      229.03      219.14],"[1177.3636474609375, 355.4211730957031, 1205.997802734375, 413.0014343261719]",False,0.00,0.00
7,16,2,[     228.83      229.03      219.14],"[228.3387908935547, 516.6180419921875, 260.96807861328125, 596.7823486328125]",False,3.55,0.40
7,25,1,[     144.11      227.51      180.38],"[1098.55712890625, 307.9720764160156, 1121.9580078125, 361.50799560546875]",False,0.00,0.00
7,9,1,[     144.11      227.51      180.38],"[340.6354064941406, 492.75579833984375, 372.634033203125, 569.2785034179688]",False,3.85,0.40
7,11,1,[     144.11      227.51      180.38],"[892.5203247070312, 360.3556823730469, 915.8732299804688, 424.5559387207031]",False,5.34,0.62
7,4,2,[     228.83      229.03      219.14],"[1246.3668212890625, 431.3052978515625, 1273.868896484375, 501.501708984375]",False,0.00,0.00
7,2,2,[     228.83      229.03      219.14],"[616.1143798828125, 593.841064453125, 659.2424926757812, 682.1533813476562]",False,11.68,1.09
7,10,1,[     144.11      227.51      180.38],"[1595.97216796875, 622.8453369140625, 1632.443115234375, 719.0595703125]",False,0.00,0.00
7,12,2,[     228.83      229.03      219.14],"[373.02593994140625, 307.25091552734375, 399.5935363769531, 366.9214172363281]",False,0.52,0.19
7,1,1,[     144.11      227.51      180.38],"[1283.2447509765625, 395.01123046875, 1320.4891357421875, 464.04583740234375]",False,0.00,0.00
7,23,2,[     228.83      229.03      219.14],"[952.7616577148438, 229.35324096679688, 974.4032592773438, 274.9774475097656]",False,0.00,0.00
7,20,1,[     144.11      227.51      180.38],"[1163.320068359375, 708.1380004882812, 1238.406494140625, 796.0367431640625]",False,0.00,0.00
7,19,2,[     228.83      229.03      219.14],"[778.6891479492188, 420.6687927246094, 807.3521118164062, 495.8799133300781]",False,5.67,0.77
7,21,1,[     144.11      227.51      180.38],"[1890.6976318359375, 379.3486022949219, 1919.2738037109375, 443.1749572753906]",False,0.00,0.00
8,7,1,[     144.11      227.51      180.38],"[900.9241333007812, 638.4779052734375, 956.29833984375, 728.9871826171875]",False,14.76,1.57
8,6,1,[     144.11      227.51      180.38],"[540.1842651367188, 689.7366333007812, 579.1509399414062, 786.84228515625]",False,0.91,0.17
8,15,2,[     228.83      229.03      219.14],"[1323.462158203125, 828.9966430664062, 1403.0775146484375, 916.9063110351562]",False,15.65,1.33
8,13,1,[     144.11      227.51      180.38],"[1007.9935913085938, 461.1903991699219, 1034.4456787109375, 528.9016723632812]",False,5.01,0.43
8,5,2,[     228.83      229.03      219.14],"[357.1399841308594, 734.4584350585938, 397.9915466308594, 839.0067138671875]",False,6.82,0.75
8,8,1,[     144.11      227.51      180.38],"[1335.40185546875, 446.937744140625, 1376.4566650390625, 516.9774780273438]",False,0.00,0.00
8,25,1,[     144.11      227.51      180.38],"[1099.10302734375, 308.06243896484375, 1123.1319580078125, 360.3895568847656]",False,0.00,0.00
8,11,1,[     144.11      227.51      180.38],"[893.0158081054688, 362.71685791015625, 917.6149291992188, 425.2816162109375]",False,5.34,0.62
8,4,2,[     228.83      229.03      219.14],"[1247.0750732421875, 431.6414794921875, 1278.0751953125, 502.09259033203125]",False,0.00,0.00
8,2,2,[     228.83      229.03      219.14],"[621.6629638671875, 596.8901977539062, 661.91162109375, 681.325439453125]",False,11.68,1.09
8,14,2,[     228.83      229.03      219.14],"[1178.8099365234375, 357.6523132324219, 1208.109375, 413.6364440917969]",False,0.00,0.00
8,16,2,[     228.83      229.03      219.14],"[229.18446350097656, 516.7195434570312, 261.1220703125, 596.8865966796875]",False,3.55,0.40
8,9,1,[     144.11      227.51      180.38],"[339.83917236328125, 493.2879638671875, 376.3861999511719, 570.2634887695312]",False,3.85,0.40
8,12,2,[     228.83      229.03      219.14],"[372.924072265625, 307.3819885253906, 399.0465393066406, 366.5997619628906]",False,0.52,0.19
8,10,1,[     144.11      227.51      180.38],"[1598.630859375, 625.6778564453125, 1638.920654296875, 721.2894287109375]",False,0.00,0.00
8,20,1,[     144.11      227.51      180.38],"[1164.398193359375, 710.0983276367188, 1237.900390625, 808.5919189453125]",False,0.00,0.00
8,23,2,[     228.83      229.03      219.14],"[953.5464477539062, 228.43569946289062, 975.0628051757812, 276.2991027832031]",False,0.00,0.00
8,19,2,[     228.83      229.03      219.14],"[778.9205932617188, 420.9344787597656, 807.7758178710938, 496.1407470703125]",False,5.67,0.77
8,1,1,[     144.11      227.51      180.38],"[1284.045654296875, 396.0735168457031, 1321.7166748046875, 463.8348083496094]",False,0.00,0.00
8,21,1,[     144.11      227.51      180.38],"[1890.6566162109375, 379.76751708984375, 1917.9532470703125, 444.08001708984375]",False,0.00,0.00
9,13,1,[     144.11      227.51      180.38],"[1009.1716918945312, 460.63543701171875, 1037.4171142578125, 528.6554565429688]",False,5.01,0.43
9,6,1,[     144.11      227.51      180.38],"[540.5907592773438, 689.9359130859375, 578.5895385742188, 787.5076904296875]",False,0.91,0.17
9,8,1,[     144.11      227.51      180.38],"[1337.3414306640625, 446.3464050292969, 1379.04638671875, 517.7706909179688]",False,0.00,0.00
9,5,2,[     228.83      229.03      219.14],"[355.2164001464844, 735.1671752929688, 397.9366455078125, 840.5769653320312]",False,6.82,0.75
9,25,1,[     144.11      227.51      180.38],"[1099.531005859375, 308.79766845703125, 1123.5361328125, 360.6181945800781]",False,0.00,0.00
9,11,1,[     144.11      227.51      180.38],"[893.4116821289062, 364.9062194824219, 921.8179321289062, 425.3332214355469]",False,5.34,0.62
9,2,2,[     228.83      229.03      219.14],"[629.34228515625, 597.9398193359375, 663.8568115234375, 681.907470703125]",False,11.68,1.09
9,16,2,[     228.83      229.03      219.14],"[230.66610717773438, 516.879150390625, 261.56597900390625, 597.3823852539062]",False,3.55,0.40
9,9,1,[     144.11      227.51      180.38],"[337.91729736328125, 493.84771728515625, 380.6407775878906, 568.6783447265625]",False,3.85,0.40
9,20,1,[     144.11      227.51      180.38],"[1167.198486328125, 709.0254516601562, 1225.149169921875, 810.6735229492188]",False,0.00,0.00
9,7,1,[     144.11      227.51      180.38],"[907.6614990234375, 640.6858520507812, 970.928466796875, 732.7608032226562]",False,14.76,1.57
9,4,2,[     228.83      229.03      219.14],"[1247.495849609375, 431.622802734375, 1278.7486572265625, 503.6202392578125]",False,0.00,0.00
9,15,2,[     228.83      229.03      219.14],"[1314.1492919921875, 829.9502563476562, 1390.99658203125, 918.4055786132812]",False,15.65,1.33
9,14,2,[     228.83      229.03      219.14],"[1184.4151611328125, 358.7331848144531, 1209.930908203125, 411.9386901855469]",False,0.00,0.00
9,10,1,[     144.11      227.51      180.38],"[1603.171875, 628.7067260742188, 1646.0361328125, 720.8442993164062]",False,0.00,0.00
9,12,2,[     228.83      229.03      219.14],"[373.3786315917969, 307.64459228515625, 399.3455505371094, 367.51898193359375]",False,0.52,0.19
9,1,1,[     144.11      227.51      180.38],"[1287.185302734375, 399.8623352050781, 1322.983154296875, 467.2002868652344]",False,0.00,0.00
9,23,2,[     228.83      229.03      219.14],"[954.228515625, 225.851806640625, 975.037353515625, 276.3395690917969]",False,0.00,0.00
9,19,2,[     228.83      229.03      219.14],"[779.2952270507812, 421.2841491699219, 807.8560180664062, 496.27325439453125]",False,5.67,0.77
10,13,1,[     144.11      227.51      180.38],"[1010.8082885742188, 460.9256286621094, 1038.0843505859375, 529.5863037109375]",False,9.72,0.99
10,6,1,[     144.11      227.51      180.38],"[541.3123168945312, 691.77392578125, 580.75634765625, 787.6087646484375]",False,12.27,0.88
10,2,2,[     228.83      229.03      219.14],"[636.66015625, 599.482177734375, 668.4267578125, 682.2872314453125]",False,11.27,1.74
